,ID,Lat,Long,Label,Airport,Conventions,Entertainment,Fitness,Food,Government,Health,Hotels,Nightlife,Outdoor,Residence,School,Shops,Transports,University,Work,Total,Cost
607,0638,44.415524,8.95567,1,0.0,0.0,10.0,12.0,40.0,1.0,14.0,0.0,13.0,9.0,4.0,5.0,31.0,8.0,6.0,4.0,157.0,1325.0
608,0639,44.413612,8.955971,1,0.0,0.0,9.0,13.0,38.0,2.0,16.0,1.0,13.0,11.0,3.0,5.0,36.0,11.0,8.0,5.0,171.0,1325.0
609,0640,44.412178000000004,8.955282,1,0.0,0.0,5.0,11.0,29.0,1.0,15.0,1.0,12.0,10.0,3.0,5.0,28.0,10.0,5.0,6.0,141.0,1325.0
610,0641,44.410339,8.954412,1,0.0,0.0,7.0,10.0,40.0,3.0,15.0,2.0,15.0,17.0,2.0,8.0,35.0,12.0,5.0,9.0,180.0,1325.0
611,0642,44.406872,8.952134,1,0.0,0.0,13.0,9.0,33.0,3.0,15.0,3.0,23.0,25.0,2.0,7.0,21.0,32.0,3.0,23.0,212.0,1325.0
612,0644,44.418457000000004,8.956996,1,0.0,0.0,8.0,7.0,29.0,1.0,10.0,0.0,9.0,7.0,1.0,2.0,22.0,1.0,3.0,1.0,101.0,1325.0
613,0645,44.414913,8.95602,1,0.0,0.0,10.0,11.0,42.0,1.0,15.0,0.0,14.0,10.0,3.0,4.0,33.0,9.0,7.0,4.0,163.0,1325.0
614,0646,44.42205,8.908838000000001,0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0,0.0,2.0,22.0,1325.0
615,0647,44.423992,8.908557,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,2.0,13.0,1325.0
616,0648,44.426021999999996,8.908432000000001,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1325.0
617,0649,44.426331,8.908828,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1325.0
618,0650,44.424763,8.911155,0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,15.0,1325.0
619,0651,44.426601,8.908382000000001,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1325.0
620,0652,44.425289,8.908689,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1325.0
621,0653,44.423828,8.90836,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,2.0,14.0,0.0
622,0654,44.421504999999996,8.909194,0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,4.0,2.0,0.0,2.0,24.0,1325.0
623,0655,44.406189000000005,8.946083999999999,1,0.0,1.0,18.0,13.0,43.0,6.0,16.0,30.0,38.0,23.0,4.0,11.0,36.0,34.0,12.0,37.0,322.0,1475.0
624,0656,44.413979,8.928628,1,0.0,1.0,36.0,1.0,33.0,10.0,3.0,32.0,30.0,30.0,12.0,8.0,25.0,22.0,40.0,22.0,305.0,1120.0
625,0657,44.414871000000005,8.929099,1,0.0,1.0,31.0,1.0,40.0,10.0,3.0,36.0,25.0,33.0,11.0,9.0,31.0,24.0,33.0,18.0,306.0,1120.0
626,0658,44.417259,8.928877,1,0.0,1.0,15.0,1.0,31.0,2.0,2.0,32.0,11.0,24.0,7.0,2.0,27.0,17.0,34.0,7.0,213.0,1325.0
627,0659,44.417843,8.926426,1,0.0,0.0,19.0,1.0,35.0,2.0,2.0,37.0,13.0,25.0,6.0,3.0,23.0,31.0,28.0,7.0,232.0,1120.0
628,0660,44.421837,8.925297,1,0.0,0.0,2.0,2.0,15.0,0.0,0.0,3.0,2.0,9.0,5.0,3.0,12.0,4.0,1.0,2.0,60.0,1325.0
629,0661,44.423645,8.927374,0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,6.0,5.0,2.0,9.0,3.0,1.0,1.0,38.0,1325.0
630,0662,44.423382000000004,8.925,0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,2.0,1.0,6.0,6.0,2.0,13.0,3.0,1.0,2.0,49.0,1325.0
631,0663,44.425312,8.927392999999999,0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,3.0,5.0,1.0,6.0,1.0,1.0,0.0,26.0,1325.0
632,0664,44.42569,8.927056,0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,3.0,5.0,1.0,6.0,1.0,1.0,0.0,26.0,1325.0
633,0665,44.424919,8.924458999999999,0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,10.0,2.0,2.0,2.0,39.0,1325.0
634,0666,44.426651,8.925156,0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,4.0,1.0,0.0,1.0,23.0,1325.0
635,0667,44.428688,8.92431,0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,15.0,1325.0
636,0668,44.427203999999996,8.922303999999999,0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,26.0,1325.0
637,0669,44.426472,8.920769,0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,8.0,1.0,1.0,2.0,31.0,1325.0
638,0670,44.427433,8.922912,0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,5.0,1.0,0.0,1.0,24.0,1325.0
639,0671,44.428692,8.924623,0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,15.0,1325.0
640,0672,44.426556,8.92503,0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,5.0,1.0,0.0,1.0,24.0,1325.0
641,0674,44.425785,8.927478,0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,6.0,1.0,1.0,0.0,24.0,1325.0
642,0675,44.425175,8.926969,0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,3.0,5.0,1.0,6.0,2.0,1.0,1.0,29.0,1325.0
643,0676,44.423409,8.925207,0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,7.0,5.0,2.0,13.0,3.0,1.0,2.0,47.0,1325.0
644,0677,44.423404999999995,8.927147,0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,1.0,1.0,7.0,5.0,2.0,9.0,3.0,1.0,1.0,43.0,1325.0
645,0678,44.421745,8.925097000000001,1,0.0,0.0,2.0,2.0,14.0,0.0,0.0,3.0,1.0,9.0,5.0,3.0,11.0,4.0,1.0,2.0,57.0,1325.0
646,0679,44.418301,8.925467,1,0.0,0.0,14.0,1.0,29.0,2.0,1.0,36.0,10.0,20.0,5.0,3.0,17.0,28.0,23.0,6.0,195.0,1120.0
647,0680,44.417152,8.929235,1,0.0,1.0,16.0,1.0,33.0,2.0,2.0,33.0,11.0,23.0,6.0,3.0,28.0,15.0,32.0,6.0,212.0,1325.0
648,0681,44.414742,8.929525,1,0.0,1.0,37.0,1.0,41.0,10.0,3.0,41.0,26.0,36.0,11.0,8.0,35.0,22.0,37.0,19.0,328.0,1120.0
649,0682,44.424877,8.924775,0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,5.0,5.0,2.0,10.0,2.0,2.0,2.0,39.0,1325.0
650,0683,44.427063000000004,8.927166999999999,0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,17.0,1325.0
651,0684,44.427986,8.927876,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,12.0,1325.0
652,0685,44.428093,8.928649,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,1325.0
653,0686,44.424492,8.924399000000001,0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,12.0,3.0,2.0,1.0,42.0,1325.0
654,0687,44.395401,8.975897,1,0.0,1.0,4.0,4.0,30.0,2.0,2.0,4.0,10.0,6.0,1.0,2.0,27.0,1.0,1.0,5.0,100.0,1210.0
655,0688,44.398478999999995,8.975933,1,0.0,0.0,3.0,6.0,16.0,1.0,1.0,0.0,6.0,10.0,1.0,0.0,18.0,1.0,2.0,7.0,72.0,1210.0
656,0689,44.400337,8.975631,0,0.0,0.0,3.0,5.0,5.0,1.0,1.0,0.0,2.0,6.0,1.0,1.0,13.0,0.0,6.0,2.0,46.0,1210.0
657,0690,44.401676,8.977697000000001,1,0.0,0.0,5.0,5.0,17.0,2.0,1.0,0.0,4.0,10.0,1.0,2.0,25.0,0.0,6.0,4.0,82.0,1210.0
658,0691,44.399643,8.978873,1,0.0,0.0,4.0,4.0,10.0,3.0,2.0,0.0,2.0,9.0,1.0,3.0,17.0,1.0,2.0,5.0,63.0,1210.0
659,0692,44.397621,8.980932000000001,1,0.0,0.0,4.0,5.0,27.0,3.0,2.0,1.0,5.0,8.0,2.0,2.0,20.0,1.0,3.0,7.0,90.0,1210.0
660,0693,44.399547999999996,8.981579,1,0.0,0.0,3.0,5.0,16.0,3.0,4.0,0.0,5.0,9.0,1.0,3.0,26.0,1.0,5.0,10.0,91.0,1210.0
661,0694,44.397293,8.98071,1,0.0,0.0,4.0,4.0,27.0,2.0,1.0,2.0,6.0,8.0,2.0,1.0,21.0,1.0,3.0,7.0,89.0,1210.0
662,0695,44.399879,8.979075,1,0.0,0.0,4.0,4.0,11.0,3.0,3.0,0.0,3.0,10.0,1.0,3.0,17.0,1.0,3.0,4.0,67.0,1210.0
663,0696,44.401695000000004,8.977445,1,0.0,0.0,5.0,5.0,16.0,1.0,1.0,0.0,4.0,10.0,1.0,2.0,30.0,0.0,6.0,4.0,85.0,1210.0
664,0697,44.400314,8.975305,0,0.0,0.0,3.0,5.0,4.0,1.0,1.0,0.0,2.0,5.0,1.0,1.0,10.0,0.0,6.0,2.0,41.0,1210.0
665,0698,44.398853,8.975461,1,0.0,0.0,3.0,6.0,12.0,1.0,0.0,0.0,4.0,8.0,1.0,0.0,18.0,1.0,3.0,4.0,61.0,1210.0
666,0699,44.393421000000004,9.006257000000002,0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,2.0,1.0,4.0,5.0,1.0,17.0,2.0,0.0,2.0,46.0,1325.0
667,0700,44.400738,8.946275,1,0.0,1.0,20.0,9.0,31.0,15.0,17.0,8.0,36.0,15.0,2.0,7.0,17.0,12.0,9.0,25.0,224.0,1750.0
668,0701,44.39999,8.949325,1,0.0,2.0,24.0,8.0,37.0,13.0,9.0,5.0,34.0,15.0,5.0,9.0,21.0,8.0,6.0,30.0,226.0,1750.0
669,0702,44.399155,8.952721,1,0.0,2.0,20.0,10.0,34.0,4.0,9.0,6.0,29.0,10.0,4.0,4.0,20.0,7.0,4.0,20.0,183.0,1750.0
670,0703,44.394566,8.9551,1,0.0,0.0,6.0,6.0,28.0,0.0,4.0,2.0,11.0,10.0,3.0,3.0,15.0,1.0,3.0,4.0,96.0,1210.0
671,0704,44.394009000000004,8.957482,1,0.0,0.0,5.0,5.0,16.0,0.0,2.0,2.0,10.0,9.0,2.0,3.0,15.0,1.0,3.0,2.0,75.0,1210.0
672,0705,44.394238,8.960878,1,0.0,0.0,1.0,7.0,19.0,0.0,2.0,1.0,14.0,12.0,2.0,2.0,8.0,1.0,3.0,0.0,72.0,1210.0
673,0706,44.394123,8.966992999999999,1,0.0,0.0,2.0,5.0,40.0,0.0,2.0,4.0,16.0,16.0,1.0,1.0,15.0,1.0,0.0,2.0,105.0,1210.0
674,0707,44.392723,8.970754,1,0.0,1.0,2.0,5.0,40.0,0.0,1.0,8.0,18.0,12.0,0.0,2.0,27.0,1.0,0.0,4.0,121.0,1210.0
675,0708,44.391228000000005,8.973881,1,0.0,1.0,2.0,1.0,36.0,1.0,1.0,8.0,11.0,14.0,0.0,1.0,28.0,1.0,0.0,3.0,108.0,1210.0
676,0709,44.390976,8.969612,1,0.0,1.0,2.0,3.0,44.0,0.0,0.0,7.0,15.0,13.0,0.0,2.0,17.0,0.0,0.0,1.0,105.0,1210.0
677,0710,44.470303,8.896457,0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,28.0,2.0,1.0,6.0,49.0,670.0
678,0711,44.394218,8.96701,1,0.0,0.0,2.0,5.0,40.0,0.0,2.0,4.0,16.0,16.0,1.0,1.0,16.0,1.0,0.0,2.0,106.0,1210.0
679,0712,44.394397999999995,8.961081,1,0.0,0.0,2.0,7.0,20.0,0.0,2.0,1.0,14.0,13.0,2.0,2.0,8.0,2.0,3.0,0.0,76.0,1210.0
680,0713,44.394042999999996,8.958327,1,0.0,0.0,4.0,5.0,15.0,0.0,3.0,2.0,8.0,10.0,2.0,1.0,13.0,1.0,3.0,2.0,69.0,1210.0
681,0714,44.394966,8.955092,1,0.0,0.0,6.0,5.0,26.0,0.0,5.0,2.0,14.0,10.0,3.0,3.0,14.0,1.0,4.0,4.0,97.0,1210.0
682,0715,44.399547999999996,8.951544,1,0.0,2.0,19.0,10.0,38.0,4.0,8.0,6.0,30.0,10.0,4.0,4.0,22.0,8.0,4.0,27.0,196.0,1750.0
683,0716,44.400692,8.946933,1,0.0,1.0,21.0,10.0,39.0,15.0,16.0,6.0,38.0,15.0,4.0,7.0,18.0,11.0,8.0,31.0,240.0,1750.0
684,0717,44.404385,8.944104,1,0.0,1.0,24.0,10.0,43.0,11.0,16.0,22.0,38.0,26.0,5.0,13.0,34.0,31.0,12.0,35.0,321.0,1475.0
685,0718,44.405582,8.946454,1,0.0,1.0,19.0,14.0,44.0,6.0,15.0,22.0,38.0,22.0,4.0,14.0,30.0,31.0,9.0,31.0,300.0,1475.0
686,0719,44.403137,8.962925,1,0.0,0.0,4.0,1.0,34.0,0.0,7.0,1.0,6.0,6.0,6.0,1.0,14.0,2.0,38.0,9.0,129.0,1210.0
687,0720,44.401367,8.964042999999998,1,0.0,0.0,4.0,4.0,29.0,0.0,7.0,0.0,5.0,4.0,6.0,1.0,25.0,1.0,27.0,4.0,117.0,1210.0
688,0721,44.399193,8.964576,1,0.0,0.0,1.0,4.0,29.0,0.0,6.0,0.0,5.0,5.0,6.0,1.0,19.0,1.0,10.0,6.0,93.0,1210.0
689,0724,44.395653,8.984932,1,0.0,0.0,5.0,2.0,34.0,3.0,8.0,2.0,5.0,17.0,1.0,1.0,19.0,1.0,6.0,7.0,111.0,1210.0
690,0725,44.398590000000006,8.989033000000001,1,0.0,0.0,2.0,2.0,17.0,1.0,7.0,1.0,3.0,7.0,2.0,1.0,12.0,0.0,6.0,6.0,67.0,1210.0
691,0726,44.398196999999996,8.990911,1,0.0,0.0,3.0,2.0,16.0,2.0,4.0,1.0,2.0,6.0,1.0,0.0,12.0,0.0,7.0,5.0,61.0,1210.0
692,0727,44.396343,8.993017,1,0.0,0.0,2.0,6.0,14.0,3.0,5.0,0.0,3.0,7.0,1.0,1.0,13.0,0.0,6.0,2.0,63.0,1210.0
693,0728,44.421673,8.864875,0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,14.0,710.0
694,0729,44.418797,8.860237,0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,3.0,23.0,1325.0
695,0730,44.39423,8.998239,1,0.0,0.0,5.0,7.0,9.0,2.0,1.0,3.0,2.0,7.0,4.0,3.0,20.0,2.0,2.0,0.0,67.0,1325.0
696,0731,44.396469,8.997005999999999,1,0.0,0.0,5.0,6.0,9.0,3.0,1.0,2.0,2.0,6.0,2.0,2.0,19.0,2.0,2.0,0.0,61.0,1325.0
697,0732,44.396709,8.996464,1,0.0,0.0,5.0,7.0,9.0,3.0,1.0,2.0,2.0,6.0,2.0,2.0,18.0,2.0,2.0,1.0,62.0,1325.0
698,0733,44.395653,8.994388,1,0.0,0.0,4.0,7.0,11.0,3.0,2.0,1.0,2.0,6.0,2.0,2.0,11.0,2.0,5.0,2.0,60.0,1325.0
699,0734,44.398303999999996,8.991807000000001,1,0.0,0.0,3.0,4.0,12.0,3.0,3.0,0.0,2.0,5.0,1.0,0.0,11.0,0.0,6.0,4.0,54.0,1210.0
700,0735,44.398808,8.988508,1,0.0,0.0,1.0,1.0,17.0,2.0,7.0,1.0,3.0,4.0,2.0,1.0,12.0,0.0,6.0,6.0,63.0,1210.0
701,0736,44.395584,8.984282,1,0.0,0.0,5.0,2.0,39.0,2.0,9.0,2.0,5.0,16.0,1.0,1.0,22.0,1.0,6.0,7.0,118.0,1210.0
702,0737,44.397861,8.965076,1,0.0,0.0,1.0,6.0,38.0,0.0,6.0,0.0,7.0,7.0,6.0,1.0,18.0,1.0,7.0,6.0,104.0,1210.0
703,0738,44.399414,8.96465,1,0.0,0.0,1.0,4.0,25.0,0.0,6.0,0.0,4.0,4.0,6.0,1.0,19.0,1.0,9.0,6.0,86.0,1210.0
704,0739,44.401512,8.964131,1,0.0,0.0,4.0,4.0,28.0,0.0,7.0,0.0,5.0,5.0,6.0,1.0,26.0,1.0,27.0,4.0,118.0,1210.0
705,0740,44.403427,8.962943,1,0.0,0.0,4.0,1.0,27.0,0.0,8.0,1.0,6.0,7.0,4.0,1.0,12.0,2.0,37.0,8.0,118.0,1210.0
706,0743,44.402546,8.954541,1,0.0,2.0,17.0,10.0,28.0,3.0,13.0,4.0,23.0,14.0,4.0,5.0,14.0,6.0,29.0,18.0,190.0,1750.0
707,0744,44.407654,8.977249,1,0.0,1.0,3.0,1.0,19.0,0.0,27.0,0.0,2.0,3.0,1.0,3.0,25.0,2.0,3.0,3.0,93.0,1325.0
708,0745,44.407593,8.979391,1,0.0,1.0,2.0,3.0,23.0,0.0,21.0,0.0,3.0,3.0,1.0,3.0,29.0,1.0,3.0,1.0,94.0,1120.0
709,0746,44.405384000000005,8.982349000000001,1,0.0,0.0,3.0,4.0,26.0,1.0,4.0,0.0,4.0,7.0,0.0,5.0,27.0,1.0,4.0,4.0,90.0,1120.0
710,0747,44.404365999999996,8.984739,1,0.0,0.0,3.0,4.0,17.0,0.0,5.0,0.0,3.0,8.0,1.0,5.0,28.0,0.0,4.0,6.0,84.0,1210.0
711,0748,44.406566999999995,8.986989,1,0.0,0.0,2.0,3.0,21.0,0.0,1.0,0.0,2.0,6.0,0.0,2.0,25.0,0.0,3.0,4.0,69.0,1120.0
712,0749,44.408966,8.988522999999999,0,0.0,0.0,1.0,1.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,7.0,0.0,0.0,1.0,24.0,1120.0
713,0750,44.408840000000005,8.988448,0,0.0,0.0,1.0,1.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,0.0,1.0,25.0,1120.0
714,0751,44.406544,8.986855,1,0.0,0.0,2.0,3.0,21.0,0.0,2.0,0.0,3.0,6.0,0.0,2.0,27.0,0.0,4.0,4.0,74.0,1120.0
715,0752,44.404472,8.984807,1,0.0,0.0,3.0,4.0,16.0,0.0,5.0,0.0,4.0,8.0,1.0,5.0,27.0,0.0,4.0,6.0,83.0,1120.0
716,0753,44.40493,8.983365,1,0.0,0.0,3.0,4.0,18.0,1.0,5.0,0.0,4.0,8.0,0.0,5.0,25.0,1.0,4.0,6.0,84.0,1120.0
717,0754,44.407623,8.979646,1,0.0,1.0,2.0,3.0,23.0,0.0,19.0,0.0,3.0,3.0,1.0,3.0,29.0,1.0,2.0,1.0,91.0,1120.0
718,0755,44.407635,8.977103,1,0.0,1.0,3.0,1.0,19.0,0.0,28.0,0.0,2.0,3.0,1.0,3.0,26.0,2.0,4.0,3.0,96.0,1325.0
719,0756,44.405563,8.975372,1,0.0,1.0,3.0,1.0,19.0,0.0,26.0,1.0,1.0,5.0,1.0,4.0,28.0,2.0,10.0,5.0,107.0,1325.0
720,0757,44.406872,8.974908000000001,1,0.0,1.0,2.0,1.0,21.0,0.0,39.0,1.0,1.0,5.0,1.0,3.0,26.0,3.0,14.0,5.0,123.0,1325.0
721,0758,44.40242,8.953586,1,0.0,2.0,19.0,11.0,40.0,3.0,14.0,6.0,28.0,15.0,4.0,5.0,20.0,9.0,25.0,27.0,228.0,1750.0
722,0759,44.405003,8.976063,1,0.0,1.0,4.0,2.0,23.0,1.0,22.0,1.0,2.0,5.0,1.0,4.0,32.0,2.0,4.0,5.0,109.0,1325.0
723,0760,44.402008,8.978182,1,0.0,0.0,6.0,5.0,20.0,2.0,1.0,0.0,5.0,10.0,1.0,3.0,27.0,0.0,6.0,6.0,92.0,1210.0
724,0761,44.397114,8.980611,1,0.0,0.0,4.0,4.0,27.0,2.0,1.0,2.0,7.0,7.0,2.0,1.0,26.0,1.0,3.0,7.0,94.0,1210.0
725,0762,44.396167999999996,8.980927000000001,1,0.0,0.0,4.0,4.0,35.0,3.0,1.0,3.0,9.0,14.0,2.0,1.0,23.0,1.0,3.0,8.0,111.0,1210.0
726,0763,44.394688,8.980853999999999,1,0.0,0.0,6.0,4.0,36.0,3.0,3.0,3.0,10.0,15.0,1.0,1.0,22.0,1.0,2.0,9.0,116.0,1210.0
727,0765,44.394875,8.980821,1,0.0,0.0,6.0,4.0,36.0,3.0,3.0,3.0,10.0,14.0,1.0,1.0,21.0,1.0,2.0,9.0,114.0,1210.0
728,0766,44.396637,8.981276,1,0.0,0.0,4.0,4.0,32.0,2.0,1.0,2.0,6.0,10.0,2.0,1.0,27.0,1.0,3.0,7.0,102.0,1210.0
729,0767,44.402794,8.978405,1,0.0,0.0,6.0,4.0,22.0,1.0,1.0,0.0,4.0,9.0,1.0,5.0,25.0,0.0,6.0,6.0,90.0,1210.0
730,0768,44.408192,8.966914,1,0.0,0.0,2.0,3.0,22.0,0.0,32.0,0.0,4.0,9.0,4.0,0.0,28.0,3.0,28.0,6.0,141.0,1325.0
731,0769,44.410694,8.969232,1,0.0,1.0,2.0,3.0,6.0,0.0,37.0,0.0,3.0,7.0,0.0,0.0,15.0,2.0,19.0,3.0,98.0,1325.0
732,0770,44.41238,8.970257,1,0.0,0.0,2.0,1.0,5.0,0.0,27.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,5.0,2.0,52.0,1325.0
733,0771,44.413025,8.972196,0,0.0,1.0,2.0,1.0,3.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,1.0,39.0,1325.0
734,0772,44.412234999999995,8.969838000000001,1,0.0,0.0,2.0,1.0,5.0,0.0,25.0,0.0,2.0,4.0,0.0,0.0,5.0,0.0,7.0,2.0,53.0,1325.0
735,0773,44.410618,8.969089,1,0.0,1.0,2.0,3.0,6.0,0.0,39.0,0.0,3.0,7.0,1.0,0.0,16.0,2.0,20.0,3.0,103.0,1325.0
736,0774,44.409451000000004,8.966639,1,0.0,0.0,0.0,3.0,17.0,0.0,30.0,0.0,4.0,10.0,2.0,0.0,25.0,1.0,24.0,4.0,120.0,1325.0
737,0775,44.407948,8.964569000000001,1,0.0,0.0,5.0,3.0,37.0,0.0,22.0,0.0,5.0,13.0,3.0,1.0,18.0,5.0,30.0,8.0,150.0,1325.0
738,0776,44.414146,8.954436999999999,1,0.0,0.0,11.0,15.0,35.0,2.0,16.0,1.0,13.0,11.0,3.0,7.0,34.0,13.0,9.0,5.0,175.0,1325.0
739,0777,44.415611,8.957376,1,0.0,0.0,11.0,10.0,34.0,1.0,14.0,0.0,13.0,11.0,4.0,4.0,30.0,6.0,5.0,2.0,145.0,1325.0
740,0779,44.418240000000004,8.965193,0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,15.0,0.0,1.0,1.0,36.0,910.0
741,0781,44.417992,8.965076,0,0.0,0.0,1.0,1.0,11.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,15.0,0.0,1.0,1.0,36.0,910.0
742,0782,44.416725,8.960875999999999,1,0.0,0.0,5.0,6.0,33.0,1.0,10.0,1.0,8.0,7.0,2.0,4.0,25.0,4.0,1.0,4.0,111.0,910.0
743,0783,44.415989,8.95775,1,0.0,0.0,11.0,10.0,35.0,1.0,14.0,0.0,12.0,10.0,4.0,5.0,31.0,6.0,3.0,2.0,144.0,1325.0
744,0784,44.453602000000004,8.895912,0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,10.0,5.0,0.0,1.0,26.0,670.0
745,0785,44.413456,8.953945,1,0.0,0.0,9.0,15.0,36.0,2.0,14.0,1.0,12.0,10.0,2.0,7.0,36.0,13.0,10.0,7.0,174.0,1325.0
746,0786,44.411559999999994,8.953955,1,0.0,0.0,6.0,12.0,36.0,3.0,15.0,1.0,17.0,15.0,2.0,6.0,34.0,12.0,7.0,7.0,173.0,1325.0
747,0787,44.409496000000004,8.953185000000001,1,0.0,0.0,4.0,10.0,25.0,3.0,14.0,2.0,11.0,13.0,0.0,4.0,23.0,10.0,6.0,8.0,133.0,1325.0
748,0788,44.453384,8.895539,0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,0.0,1.0,25.0,670.0
749,0789,44.403698,8.943912,1,0.0,0.0,25.0,9.0,42.0,11.0,19.0,22.0,39.0,27.0,4.0,13.0,33.0,32.0,13.0,36.0,325.0,1475.0
750,0790,44.403313,8.951392,1,0.0,2.0,21.0,9.0,31.0,4.0,16.0,7.0,33.0,20.0,3.0,12.0,20.0,20.0,7.0,30.0,235.0,1750.0
751,0791,44.41803,8.952843,1,0.0,0.0,11.0,7.0,30.0,1.0,11.0,0.0,10.0,10.0,1.0,2.0,22.0,5.0,6.0,3.0,119.0,1325.0
752,0792,44.420006,8.950335,1,0.0,0.0,9.0,5.0,32.0,0.0,4.0,1.0,5.0,7.0,1.0,1.0,22.0,4.0,5.0,3.0,99.0,1120.0
753,0793,44.421692,8.948738,1,0.0,0.0,5.0,4.0,22.0,0.0,2.0,1.0,4.0,10.0,0.0,1.0,24.0,3.0,2.0,3.0,81.0,1120.0
754,0794,44.423728999999994,8.948356,1,0.0,0.0,2.0,3.0,16.0,0.0,1.0,1.0,1.0,9.0,0.0,1.0,21.0,2.0,1.0,2.0,60.0,1120.0
755,0795,44.425053000000005,8.94862,1,0.0,0.0,1.0,3.0,13.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,25.0,1.0,1.0,2.0,58.0,1120.0
756,0796,44.427566999999996,8.952167,0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,19.0,0.0,0.0,3.0,44.0,920.0
757,0797,44.429424,8.957075,0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,16.0,0.0,0.0,4.0,28.0,920.0
758,0798,44.43132,8.959319,0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,16.0,0.0,0.0,3.0,30.0,920.0
